timestamp,value,unit,device_id,record_id
2026-05-18T06:25:00+00:00,112.4,mg/dL,demo-sensor,rec-00077
2026-05-18T06:30:00+00:00,112.6,mg/dL,demo-sensor,rec-00078
2026-05-18T06:35:00+00:00,113.0,mg/dL,demo-sensor,rec-00079
2026-05-18T06:40:00+00:00,111.6,mg/dL,demo-sensor,rec-00080
2026-05-18T06:45:00+00:00,114.5,mg/dL,demo-sensor,rec-00081
2026-05-18T06:50:00+00:00,108.9,mg/dL,demo-sensor,rec-00082
2026-05-18T06:55:00+00:00,108.7,mg/dL,demo-sensor,rec-00083
2026-05-18T07:00:00+00:00,118.5,mg/dL,demo-sensor,rec-00084
2026-05-18T07:05:00+00:00,120.4,mg/dL,demo-sensor,rec-00085
2026-05-18T07:10:00+00:00,123.2,mg/dL,demo-sensor,rec-00086
2026-05-18T07:15:00+00:00,126.5,mg/dL,demo-sensor,rec-00087
2026-05-18T07:20:00+00:00,134.8,mg/dL,demo-sensor,rec-00088
2026-05-18T07:25:00+00:00,139.3,mg/dL,demo-sensor,rec-00089
2026-05-18T07:30:00+00:00,140.6,mg/dL,demo-sensor,rec-00090
2026-05-18T07:35:00+00:00,147.3,mg/dL,demo-sensor,rec-00091
2026-05-18T07:40:00+00:00,152.5,mg/dL,demo-sensor,rec-00092
2026-05-18T07:45:00+00:00,162.6,mg/dL,demo-sensor,rec-00093
2026-05-18T07:50:00+00:00,165.0,mg/dL,demo-sensor,rec-00094
2026-05-18T07:55:00+00:00,168.4,mg/dL,demo-sensor,rec-00095
2026-05-18T08:00:00+00:00,181.3,mg/dL,demo-sensor,rec-00096
2026-05-18T08:05:00+00:00,177.8,mg/dL,demo-sensor,rec-00097
2026-05-18T08:10:00+00:00,185.1,mg/dL,demo-sensor,rec-00098
2026-05-18T08:15:00+00:00,183.3,mg/dL,demo-sensor,rec-00099
2026-05-18T08:20:00+00:00,184.9,mg/dL,demo-sensor,rec-00100
2026-05-18T08:25:00+00:00,177.6,mg/dL,demo-sensor,rec-00101
2026-05-18T08:30:00+00:00,176.6,mg/dL,demo-sensor,rec-00102
2026-05-18T08:35:00+00:00,173.2,mg/dL,demo-sensor,rec-00103
2026-05-18T08:40:00+00:00,169.3,mg/dL,demo-sensor,rec-00104
2026-05-18T08:45:00+00:00,159.3,mg/dL,demo-sensor,rec-00105
2026-05-18T08:50:00+00:00,150.5,mg/dL,demo-sensor,rec-00106
2026-05-18T08:55:00+00:00,144.0,mg/dL,demo-sensor,rec-00107
2026-05-18T09:00:00+00:00,141.3,mg/dL,demo-sensor,rec-00108
2026-05-18T09:05:00+00:00,137.3,mg/dL,demo-sensor,rec-00109
2026-05-18T09:10:00+00:00,133.6,mg/dL,demo-sensor,rec-00110
2026-05-18T09:15:00+00:00,128.8,mg/dL,demo-sensor,rec-00111
2026-05-18T09:20:00+00:00,130.8,mg/dL,demo-sensor,rec-00112
2026-05-18T09:25:00+00:00,124.4,mg/dL,demo-sensor,rec-00113
2026-05-18T09:30:00+00:00,126.0,mg/dL,demo-sensor,rec-00114
2026-05-18T09:35:00+00:00,116.3,mg/dL,demo-sensor,rec-00115
2026-05-18T09:40:00+00:00,113.2,mg/dL,demo-sensor,rec-00116
2026-05-18T09:45:00+00:00,115.6,mg/dL,demo-sensor,rec-00117
2026-05-18T09:50:00+00:00,112.0,mg/dL,demo-sensor,rec-00118
2026-05-18T09:55:00+00:00,113.9,mg/dL,demo-sensor,rec-00119
2026-05-18T10:00:00+00:00,112.6,mg/dL,demo-sensor,rec-00120
2026-05-18T10:05:00+00:00,109.7,mg/dL,demo-sensor,rec-00121
2026-05-18T10:10:00+00:00,113.2,mg/dL,demo-sensor,rec-00122
2026-05-18T10:15:00+00:00,116.3,mg/dL,demo-sensor,rec-00123
2026-05-18T10:20:00+00:00,120.1,mg/dL,demo-sensor,rec-00124
2026-05-18T10:25:00+00:00,109.9,mg/dL,demo-sensor,rec-00125
2026-05-18T10:30:00+00:00,118.4,mg/dL,demo-sensor,rec-00126
2026-05-18T10:35:00+00:00,117.5,mg/dL,demo-sensor,rec-00127
2026-05-18T10:40:00+00:00,109.1,mg/dL,demo-sensor,rec-00128
2026-05-18T10:45:00+00:00,111.2,mg/dL,demo-sensor,rec-00129
2026-05-18T10:50:00+00:00,116.4,mg/dL,demo-sensor,rec-00130
2026-05-18T10:55:00+00:00,109.4,mg/dL,demo-sensor,rec-00131
2026-05-18T11:00:00+00:00,111.1,mg/dL,demo-sensor,rec-00132
2026-05-18T11:05:00+00:00,110.3,mg/dL,demo-sensor,rec-00133
2026-05-18T11:10:00+00:00,114.0,mg/dL,demo-sensor,rec-00134
2026-05-18T11:15:00+00:00,110.3,mg/dL,demo-sensor,rec-00135
2026-05-18T11:20:00+00:00,117.0,mg/dL,demo-sensor,rec-00136
2026-05-18T11:25:00+00:00,111.9,mg/dL,demo-sensor,rec-00137
2026-05-18T11:30:00+00:00,111.5,mg/dL,demo-sensor,rec-00138
2026-05-18T11:35:00+00:00,108.0,mg/dL,demo-sensor,rec-00139
2026-05-18T11:40:00+00:00,107.6,mg/dL,demo-sensor,rec-00140
2026-05-18T11:45:00+00:00,108.6,mg/dL,demo-sensor,rec-00141
2026-05-18T11:50:00+00:00,114.8,mg/dL,demo-sensor,rec-00142
2026-05-18T11:55:00+00:00,108.6,mg/dL,demo-sensor,rec-00143
2026-05-18T12:00:00+00:00,118.9,mg/dL,demo-sensor,rec-00144
2026-05-18T12:05:00+00:00,119.0,mg/dL,demo-sensor,rec-00145
2026-05-18T12:10:00+00:00,120.1,mg/dL,demo-sensor,rec-00146
2026-05-18T12:15:00+00:00,122.3,mg/dL,demo-sensor,rec-00147
2026-05-18T12:20:00+00:00,132.0,mg/dL,demo-sensor,rec-00148
2026-05-18T12:25:00+00:00,129.9,mg/dL,demo-sensor,rec-00149
2026-05-18T12:30:00+00:00,135.8,mg/dL,demo-sensor,rec-00150
2026-05-18T12:35:00+00:00,148.1,mg/dL,demo-sensor,rec-00151
2026-05-18T12:40:00+00:00,147.6,mg/dL,demo-sensor,rec-00152
2026-05-18T12:45:00+00:00,152.0,mg/dL,demo-sensor,rec-00153
2026-05-18T12:50:00+00:00,165.5,mg/dL,demo-sensor,rec-00154
2026-05-18T12:55:00+00:00,164.0,mg/dL,demo-sensor,rec-00155
2026-05-18T13:00:00+00:00,169.1,mg/dL,demo-sensor,rec-00156
2026-05-18T13:05:00+00:00,178.2,mg/dL,demo-sensor,rec-00157
2026-05-18T13:10:00+00:00,181.6,mg/dL,demo-sensor,rec-00158
2026-05-18T13:15:00+00:00,184.1,mg/dL,demo-sensor,rec-00159
2026-05-18T13:20:00+00:00,173.2,mg/dL,demo-sensor,rec-00160
2026-05-18T13:25:00+00:00,181.3,mg/dL,demo-sensor,rec-00161
2026-05-18T13:30:00+00:00,173.6,mg/dL,demo-sensor,rec-00162
2026-05-18T13:35:00+00:00,171.9,mg/dL,demo-sensor,rec-00163
2026-05-18T13:40:00+00:00,165.2,mg/dL,demo-sensor,rec-00164
2026-05-18T13:45:00+00:00,159.2,mg/dL,demo-sensor,rec-00165
2026-05-18T13:50:00+00:00,143.5,mg/dL,demo-sensor,rec-00166
2026-05-18T13:55:00+00:00,141.2,mg/dL,demo-sensor,rec-00167
2026-05-18T14:00:00+00:00,137.2,mg/dL,demo-sensor,rec-00168
2026-05-18T14:05:00+00:00,130.0,mg/dL,demo-sensor,rec-00169
2026-05-18T14:10:00+00:00,121.8,mg/dL,demo-sensor,rec-00170
2026-05-18T14:15:00+00:00,117.2,mg/dL,demo-sensor,rec-00171
2026-05-18T14:20:00+00:00,115.0,mg/dL,demo-sensor,rec-00172
2026-05-18T14:25:00+00:00,115.6,mg/dL,demo-sensor,rec-00173
2026-05-18T14:30:00+00:00,109.2,mg/dL,demo-sensor,rec-00174
2026-05-18T14:35:00+00:00,110.8,mg/dL,demo-sensor,rec-00175
2026-05-18T14:40:00+00:00,106.4,mg/dL,demo-sensor,rec-00176
2026-05-18T14:45:00+00:00,106.0,mg/dL,demo-sensor,rec-00177
2026-05-18T14:50:00+00:00,102.7,mg/dL,demo-sensor,rec-00178
2026-05-18T14:55:00+00:00,108.3,mg/dL,demo-sensor,rec-00179
2026-05-18T15:00:00+00:00,101.6,mg/dL,demo-sensor,rec-00180
2026-05-18T15:05:00+00:00,108.1,mg/dL,demo-sensor,rec-00181
2026-05-18T15:10:00+00:00,100.8,mg/dL,demo-sensor,rec-00182
2026-05-18T15:15:00+00:00,102.9,mg/dL,demo-sensor,rec-00183
2026-05-18T15:20:00+00:00,99.3,mg/dL,demo-sensor,rec-00184
2026-05-18T15:25:00+00:00,100.6,mg/dL,demo-sensor,rec-00185
2026-05-18T15:30:00+00:00,109.7,mg/dL,demo-sensor,rec-00186
2026-05-18T15:35:00+00:00,106.6,mg/dL,demo-sensor,rec-00187
2026-05-18T15:40:00+00:00,98.6,mg/dL,demo-sensor,rec-00188
2026-05-18T15:45:00+00:00,99.9,mg/dL,demo-sensor,rec-00189
2026-05-18T15:50:00+00:00,104.2,mg/dL,demo-sensor,rec-00190
2026-05-18T15:55:00+00:00,98.7,mg/dL,demo-sensor,rec-00191
2026-05-18T16:00:00+00:00,102.8,mg/dL,demo-sensor,rec-00192
2026-05-18T16:05:00+00:00,106.7,mg/dL,demo-sensor,rec-00193
2026-05-18T16:10:00+00:00,101.3,mg/dL,demo-sensor,rec-00194
2026-05-18T16:15:00+00:00,100.2,mg/dL,demo-sensor,rec-00195
2026-05-18T16:20:00+00:00,107.6,mg/dL,demo-sensor,rec-00196
2026-05-18T16:25:00+00:00,97.4,mg/dL,demo-sensor,rec-00197
2026-05-18T16:30:00+00:00,95.4,mg/dL,demo-sensor,rec-00198
2026-05-18T16:35:00+00:00,105.5,mg/dL,demo-sensor,rec-00199
2026-05-18T16:40:00+00:00,103.6,mg/dL,demo-sensor,rec-00200
2026-05-18T16:45:00+00:00,101.1,mg/dL,demo-sensor,rec-00201
2026-05-18T16:50:00+00:00,95.1,mg/dL,demo-sensor,rec-00202
2026-05-18T16:55:00+00:00,95.6,mg/dL,demo-sensor,rec-00203
2026-05-18T17:00:00+00:00,105.6,mg/dL,demo-sensor,rec-00204
2026-05-18T17:05:00+00:00,104.7,mg/dL,demo-sensor,rec-00205
2026-05-18T17:10:00+00:00,94.5,mg/dL,demo-sensor,rec-00206
2026-05-18T17:15:00+00:00,97.4,mg/dL,demo-sensor,rec-00207
2026-05-18T17:20:00+00:00,96.3,mg/dL,demo-sensor,rec-00208
2026-05-18T17:25:00+00:00,93.2,mg/dL,demo-sensor,rec-00209
2026-05-18T17:30:00+00:00,97.4,mg/dL,demo-sensor,rec-00210
2026-05-18T17:35:00+00:00,99.9,mg/dL,demo-sensor,rec-00211
2026-05-18T17:40:00+00:00,92.6,mg/dL,demo-sensor,rec-00212
2026-05-18T17:45:00+00:00,96.5,mg/dL,demo-sensor,rec-00213
2026-05-18T17:50:00+00:00,103.0,mg/dL,demo-sensor,rec-00214
2026-05-18T17:55:00+00:00,98.1,mg/dL,demo-sensor,rec-00215
2026-05-18T18:00:00+00:00,101.5,mg/dL,demo-sensor,rec-00216
2026-05-18T18:05:00+00:00,94.1,mg/dL,demo-sensor,rec-00217
2026-05-18T18:10:00+00:00,91.8,mg/dL,demo-sensor,rec-00218
2026-05-18T18:15:00+00:00,98.1,mg/dL,demo-sensor,rec-00219
2026-05-18T18:20:00+00:00,97.9,mg/dL,demo-sensor,rec-00220
2026-05-18T18:25:00+00:00,94.4,mg/dL,demo-sensor,rec-00221
2026-05-18T18:30:00+00:00,102.1,mg/dL,demo-sensor,rec-00222
2026-05-18T18:35:00+00:00,95.2,mg/dL,demo-sensor,rec-00223
2026-05-18T18:40:00+00:00,99.0,mg/dL,demo-sensor,rec-00224
2026-05-18T18:45:00+00:00,91.2,mg/dL,demo-sensor,rec-00225
2026-05-18T18:50:00+00:00,95.2,mg/dL,demo-sensor,rec-00226
2026-05-18T18:55:00+00:00,94.0,mg/dL,demo-sensor,rec-00227
2026-05-18T19:00:00+00:00,99.4,mg/dL,demo-sensor,rec-00228
2026-05-18T19:05:00+00:00,109.2,mg/dL,demo-sensor,rec-00229
2026-05-18T19:10:00+00:00,101.4,mg/dL,demo-sensor,rec-00230
2026-05-18T19:15:00+00:00,112.5,mg/dL,demo-sensor,rec-00231
2026-05-18T19:20:00+00:00,116.1,mg/dL,demo-sensor,rec-00232
2026-05-18T19:25:00+00:00,119.0,mg/dL,demo-sensor,rec-00233
2026-05-18T19:30:00+00:00,124.1,mg/dL,demo-sensor,rec-00234
2026-05-18T19:35:00+00:00,131.3,mg/dL,demo-sensor,rec-00235
2026-05-18T19:40:00+00:00,135.6,mg/dL,demo-sensor,rec-00236
2026-05-18T19:45:00+00:00,142.4,mg/dL,demo-sensor,rec-00237
2026-05-18T19:50:00+00:00,143.2,mg/dL,demo-sensor,rec-00238
2026-05-18T19:55:00+00:00,153.1,mg/dL,demo-sensor,rec-00239
2026-05-18T20:00:00+00:00,154.0,mg/dL,demo-sensor,rec-00240
2026-05-18T20:05:00+00:00,160.2,mg/dL,demo-sensor,rec-00241
2026-05-18T20:10:00+00:00,162.4,mg/dL,demo-sensor,rec-00242
2026-05-18T20:15:00+00:00,159.9,mg/dL,demo-sensor,rec-00243
2026-05-18T20:20:00+00:00,160.5,mg/dL,demo-sensor,rec-00244
2026-05-18T20:25:00+00:00,159.8,mg/dL,demo-sensor,rec-00245
2026-05-18T20:30:00+00:00,154.4,mg/dL,demo-sensor,rec-00246
2026-05-18T20:35:00+00:00,149.2,mg/dL,demo-sensor,rec-00247
2026-05-18T20:40:00+00:00,148.3,mg/dL,demo-sensor,rec-00248
2026-05-18T20:45:00+00:00,138.5,mg/dL,demo-sensor,rec-00249
2026-05-18T20:50:00+00:00,137.4,mg/dL,demo-sensor,rec-00250
2026-05-18T20:55:00+00:00,132.4,mg/dL,demo-sensor,rec-00251
2026-05-18T21:00:00+00:00,123.3,mg/dL,demo-sensor,rec-00252
2026-05-18T21:05:00+00:00,118.5,mg/dL,demo-sensor,rec-00253
2026-05-18T21:10:00+00:00,116.9,mg/dL,demo-sensor,rec-00254
2026-05-18T21:15:00+00:00,113.3,mg/dL,demo-sensor,rec-00255
2026-05-18T21:20:00+00:00,106.4,mg/dL,demo-sensor,rec-00256
2026-05-18T21:25:00+00:00,105.6,mg/dL,demo-sensor,rec-00257
2026-05-18T21:30:00+00:00,102.4,mg/dL,demo-sensor,rec-00258
2026-05-18T21:35:00+00:00,98.7,mg/dL,demo-sensor,rec-00259
2026-05-18T21:40:00+00:00,92.1,mg/dL,demo-sensor,rec-00260
2026-05-18T21:45:00+00:00,98.9,mg/dL,demo-sensor,rec-00261
2026-05-18T21:50:00+00:00,93.6,mg/dL,demo-sensor,rec-00262
2026-05-18T21:55:00+00:00,99.5,mg/dL,demo-sensor,rec-00263
2026-05-18T22:00:00+00:00,92.8,mg/dL,demo-sensor,rec-00264
2026-05-18T22:05:00+00:00,90.1,mg/dL,demo-sensor,rec-00265
2026-05-18T22:10:00+00:00,90.4,mg/dL,demo-sensor,rec-00266
2026-05-18T22:15:00+00:00,92.1,mg/dL,demo-sensor,rec-00267
2026-05-18T22:20:00+00:00,90.7,mg/dL,demo-sensor,rec-00268
2026-05-18T22:25:00+00:00,95.9,mg/dL,demo-sensor,rec-00269
2026-05-18T22:30:00+00:00,101.1,mg/dL,demo-sensor,rec-00270
2026-05-18T22:35:00+00:00,98.2,mg/dL,demo-sensor,rec-00271
2026-05-18T22:40:00+00:00,101.2,mg/dL,demo-sensor,rec-00272
2026-05-18T22:45:00+00:00,91.7,mg/dL,demo-sensor,rec-00273
2026-05-18T22:50:00+00:00,92.4,mg/dL,demo-sensor,rec-00274
2026-05-18T22:55:00+00:00,90.6,mg/dL,demo-sensor,rec-00275
2026-05-18T23:00:00+00:00,91.4,mg/dL,demo-sensor,rec-00276
2026-05-18T23:05:00+00:00,92.7,mg/dL,demo-sensor,rec-00277
2026-05-18T23:10:00+00:00,94.2,mg/dL,demo-sensor,rec-00278
2026-05-18T23:15:00+00:00,95.1,mg/dL,demo-sensor,rec-00279
2026-05-18T23:20:00+00:00,94.8,mg/dL,demo-sensor,rec-00280
2026-05-18T23:25:00+00:00,91.8,mg/dL,demo-sensor,rec-00281
2026-05-18T23:30:00+00:00,94.6,mg/dL,demo-sensor,rec-00282
2026-05-18T23:35:00+00:00,96.8,mg/dL,demo-sensor,rec-00283
2026-05-18T23:40:00+00:00,101.0,mg/dL,demo-sensor,rec-00284
2026-05-18T23:45:00+00:00,96.3,mg/dL,demo-sensor,rec-00285
2026-05-18T23:50:00+00:00,93.5,mg/dL,demo-sensor,rec-00286
2026-05-18T23:55:00+00:00,97.7,mg/dL,demo-sensor,rec-00287
2026-05-19T00:00:00+00:00,98.8,mg/dL,demo-sensor,rec-00288
2026-05-19T00:05:00+00:00,101.4,mg/dL,demo-sensor,rec-00289
2026-05-19T00:10:00+00:00,98.7,mg/dL,demo-sensor,rec-00290
2026-05-19T00:15:00+00:00,94.6,mg/dL,demo-sensor,rec-00291
2026-05-19T00:20:00+00:00,100.0,mg/dL,demo-sensor,rec-00292
2026-05-19T00:25:00+00:00,97.0,mg/dL,demo-sensor,rec-00293
2026-05-19T00:30:00+00:00,97.5,mg/dL,demo-sensor,rec-00294
2026-05-19T00:35:00+00:00,95.1,mg/dL,demo-sensor,rec-00295
2026-05-19T00:40:00+00:00,98.4,mg/dL,demo-sensor,rec-00296
2026-05-19T00:45:00+00:00,103.6,mg/dL,demo-sensor,rec-00297
2026-05-19T00:50:00+00:00,96.2,mg/dL,demo-sensor,rec-00298
2026-05-19T00:55:00+00:00,101.2,mg/dL,demo-sensor,rec-00299
2026-05-19T01:00:00+00:00,100.6,mg/dL,demo-sensor,rec-00300
2026-05-19T01:05:00+00:00,98.2,mg/dL,demo-sensor,rec-00301
2026-05-19T01:10:00+00:00,105.8,mg/dL,demo-sensor,rec-00302
2026-05-19T01:15:00+00:00,96.5,mg/dL,demo-sensor,rec-00303
2026-05-19T01:20:00+00:00,102.6,mg/dL,demo-sensor,rec-00304
2026-05-19T01:25:00+00:00,98.8,mg/dL,demo-sensor,rec-00305
2026-05-19T01:30:00+00:00,97.7,mg/dL,demo-sensor,rec-00306
2026-05-19T01:35:00+00:00,105.1,mg/dL,demo-sensor,rec-00307
2026-05-19T01:40:00+00:00,97.7,mg/dL,demo-sensor,rec-00308
2026-05-19T01:45:00+00:00,98.2,mg/dL,demo-sensor,rec-00309
2026-05-19T01:50:00+00:00,97.5,mg/dL,demo-sensor,rec-00310
2026-05-19T01:55:00+00:00,96.8,mg/dL,demo-sensor,rec-00311
2026-05-19T02:00:00+00:00,99.8,mg/dL,demo-sensor,rec-00312
2026-05-19T02:05:00+00:00,97.5,mg/dL,demo-sensor,rec-00313
2026-05-19T02:10:00+00:00,108.4,mg/dL,demo-sensor,rec-00314
2026-05-19T02:15:00+00:00,104.8,mg/dL,demo-sensor,rec-00315
2026-05-19T02:20:00+00:00,106.7,mg/dL,demo-sensor,rec-00316
2026-05-19T02:25:00+00:00,97.6,mg/dL,demo-sensor,rec-00317
2026-05-19T02:30:00+00:00,101.9,mg/dL,demo-sensor,rec-00318
2026-05-19T02:35:00+00:00,109.1,mg/dL,demo-sensor,rec-00319
2026-05-19T02:40:00+00:00,99.2,mg/dL,demo-sensor,rec-00320
2026-05-19T02:45:00+00:00,106.7,mg/dL,demo-sensor,rec-00321
2026-05-19T02:50:00+00:00,100.4,mg/dL,demo-sensor,rec-00322
2026-05-19T02:55:00+00:00,110.7,mg/dL,demo-sensor,rec-00323
2026-05-19T03:00:00+00:00,110.5,mg/dL,demo-sensor,rec-00324
2026-05-19T03:05:00+00:00,106.2,mg/dL,demo-sensor,rec-00325
2026-05-19T03:10:00+00:00,105.6,mg/dL,demo-sensor,rec-00326
2026-05-19T03:15:00+00:00,111.5,mg/dL,demo-sensor,rec-00327
2026-05-19T03:20:00+00:00,102.0,mg/dL,demo-sensor,rec-00328
2026-05-19T03:25:00+00:00,105.5,mg/dL,demo-sensor,rec-00329
2026-05-19T03:30:00+00:00,107.8,mg/dL,demo-sensor,rec-00330
2026-05-19T03:35:00+00:00,111.1,mg/dL,demo-sensor,rec-00331
2026-05-19T03:40:00+00:00,107.3,mg/dL,demo-sensor,rec-00332
2026-05-19T03:45:00+00:00,110.6,mg/dL,demo-sensor,rec-00333
2026-05-19T03:50:00+00:00,105.5,mg/dL,demo-sensor,rec-00334
2026-05-19T03:55:00+00:00,104.6,mg/dL,demo-sensor,rec-00335
2026-05-19T04:00:00+00:00,104.8,mg/dL,demo-sensor,rec-00336
2026-05-19T04:05:00+00:00,108.8,mg/dL,demo-sensor,rec-00337
2026-05-19T04:10:00+00:00,106.3,mg/dL,demo-sensor,rec-00338
2026-05-19T04:15:00+00:00,105.8,mg/dL,demo-sensor,rec-00339
2026-05-19T04:20:00+00:00,111.6,mg/dL,demo-sensor,rec-00340
2026-05-19T04:25:00+00:00,105.3,mg/dL,demo-sensor,rec-00341
2026-05-19T04:30:00+00:00,110.9,mg/dL,demo-sensor,rec-00342
2026-05-19T04:35:00+00:00,105.5,mg/dL,demo-sensor,rec-00343
2026-05-19T04:40:00+00:00,114.3,mg/dL,demo-sensor,rec-00344
2026-05-19T04:45:00+00:00,104.7,mg/dL,demo-sensor,rec-00345
2026-05-19T04:50:00+00:00,108.6,mg/dL,demo-sensor,rec-00346
2026-05-19T04:55:00+00:00,109.4,mg/dL,demo-sensor,rec-00347
2026-05-19T05:00:00+00:00,115.1,mg/dL,demo-sensor,rec-00348
